Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,source,TotalSF,TotalBath,HasPool,IsRemodeled,HouseAge,RemodAge
1339,60,RL,4.564348191467836,9.506808731708581,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,6.55250788703459,Unf,0.0,5.37989735354046,6.821107472256465,GasA,Ex,Y,SBrkr,6.825460036255307,6.848005274576363,0.0,7.529406457837013,1.0,0.0,2,1,3,0.6931471805599453,Gd,2.1972245773362196,Typ,0,None,BuiltIn,7.602401335665818,RFn,2.0,492.0,TA,TA,Y,4.990432586778736,4.5217885770490405,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2006,WD,Normal,train,20.494572783088135,3.5,0,0,4,4
1340,20,RL,4.795790545596741,9.165447603085447,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Rec,5.8888779583328805,Unf,0.0,6.22455842927536,6.762729506931879,GasA,Ex,Y,SBrkr,6.762729506931879,0.0,0.0,6.762729506931879,0.0,0.0,1,0,3,0.6931471805599453,TA,1.791759469228055,Typ,0,None,Attchd,7.587310506022615,RFn,1.0,288.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2006,WD,Normal,train,13.525459013863758,1.0,0,0,34,34
1341,20,RL,4.2626798770413155,9.023408202624545,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.755768921984255,6.755768921984255,GasA,TA,Y,SBrkr,6.771935555839602,0.0,0.0,6.771935555839602,0.0,0.0,1,0,3,0.6931471805599453,TA,1.791759469228055,Typ,0,None,Detchd,7.5883236773352225,Unf,4.0,480.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,GdWo,None,0.0,6,2007,WD,Normal,train,13.527704477823857,1.0,0,0,36,36
1342,20,RL,4.204692619390966,9.524859098381523,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,6.703188113240863,Unf,0.0,5.707110264748875,7.016609683894219,GasA,Ex,Y,SBrkr,7.016609683894219,0.0,0.0,7.016609683894219,1.0,0.0,1,0,3,0.6931471805599453,Gd,1.9459101490553132,Typ,0,None,Detchd,7.60339933974067,Unf,2.0,576.0,TA,TA,Y,0.0,4.3694478524670215,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2008,WD,Normal,train,14.033219367788439,2.0,0,1,5,4
1343,60,RL,4.2626798770413155,9.145908511816794,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.0106352940962555,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.158513997329321,7.158513997329321,GasA,Ex,Y,SBrkr,7.158513997329321,6.786716950605081,0.0,7.682482446534506,0.0,0.0,2,1,3,0.6931471805599453,Gd,2.0794415416798357,Typ,1,Gd,Attchd,7.602401335665818,RFn,2.0,647.0,TA,TA,Y,5.262690188904886,4.477336814478207,0.0,0.0,0.0,0.0,None,None,None,0.0,8,2007,WD,Normal,train,21.10374494526372,2.5,0,0,5,5
1344,50,RL,4.060443010546419,8.930494185292178,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,6,1928,1950,Gable,CompShg,BrkFace,Stone,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.799055862058796,6.799055862058796,GasA,Gd,Y,SBrkr,7.067319848653476,6.60934924316738,0.0,7.5569505720129,0.0,0.0,1,1,3,0.6931471805599453,TA,2.302585092994046,Typ,1,TA,Detchd,7.5652752818989315,Unf,2.0,342.0,Fa,Fa,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,3,2009,WD,Normal,train,20.475724953879652,1.5,0,1,81,59
1345,60,RL,4.454347296253507,9.315060682746585,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.591673732008658,6.591673732008658,GasA,Ex,Y,SBrkr,6.591673732008658,6.591673732008658,0.0,7.284134806195205,0.0,0.0,2,1,3,0.6931471805599453,Gd,2.1972245773362196,Typ,1,TA,Attchd,7.604396348796338,Fin,2.0,440.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2007,New,Partial,train,19.775021196025975,2.5,0,0,1,1
1346,30,RM,3.9318256327243257,8.699681400989514,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,4,1920,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,5.5254529391317835,Unf,0.0,6.566672429803241,6.8679744089702925,GasA,Gd,Y,FuseA,6.8679744089702925,0.0,0.0,6.8679744089702925,0.0,0.0,1,0,2,0.6931471805599453,Fa,1.791759469228055,Typ,0,None,Detchd,7.599901959208498,Unf,1.0,308.0,TA,TA,Y,0.0,0.0,5.1298987149230735,0.0,0.0,0.0,None,None,None,0.0,7,2007,WD,Normal,train,13.735948817940585,1.0,0,1,87,57
1347,20,RL,4.394449154672439,9.941842506412591,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,1Story,7,7,1968,2003,Hip,CompShg,BrkFace,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,5.697093486505405,Rec,4.23410650459726,7.093404625868766,7.358193752733032,GasA,TA,Y,SBrkr,7.676473646389156,0.0,0.0,7.676473646389156,0.0,0.0,2,0,3,0.6931471805599453,TA,2.302585092994046,Typ,1,Gd,Attchd,7.585281078639126,RFn,2.0,508.0,Gd,TA,Y,0.0,4.394449154672439,0.0,5.673323267171493,0.0,0.0,None,None,None,0.0,6,2006,WD,Normal,train,15.034667399122188,2.0,0,1,38,3
1348,20,RL,4.543294782270004,9.636065519091707,Pave,None,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,4.61512051684126,Gd,TA,PConc,Ex,TA,Gd,GLQ,4.394449154672439,Unf,0.0,7.410347097821024,7.457609289715606,GasA,Ex,Y,SBrkr,7.482681828154651,0.0,0.0,7.482681828154651,1.0,0.0,2,0,3,0.6931471805599453,Gd,2.0794415416798357,Typ,1,Gd,Attchd,7.604396348796338,Fin,3.0,712.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,5,2007,New,Partial,train,14.940291117870256,3.0,0,1,1,0
1349,20,RL,4.219507705176107,9.692581318886397,Pave,None,IR3,Low,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,7.275172319452771,Unf,0.0,3.6888794541139363,7.301822342137932,GasA,Ex,Y,SBrkr,7.3098814858247865,0.0,0.0,7.3098814858247865,1.0,0.0,2,0,3,0.6931471805599453,Gd,1.791759469228055,Typ,1,Fa,Attchd,7.6004023345004,RFn,2.0,514.0,TA,TA,Y,5.998936561946683,3.258096538021482,0.0,0.0,0.0,0.0,None,None,None,0.0,8,2007,WD,Normal,train,14.611703827962717,3.0,0,0,9,9
1350,70,RM,3.9318256327243257,8.566173813637858,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,5,1872,1987,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,Fa,No,LwQ,5.560681631015528,Unf,0.0,6.054439346269371,6.529418838262226,OthW,Fa,N,SBrkr,6.844815479208263,7.103322062526113,5.327876168789581,7.765993079407675,0.0,0.0,2,0,4,0.6931471805599453,TA,2.1972245773362196,Typ,0,None,None,0.0,None,0.0,0.0,None,None,Y,0.0,4.007333185232471,3.044522437723423,0.0,0.0,0.0,None,None,None,0.0,12,2008,WD,Normal,train,20.4775563799966,2.0,0,1,136,21
1351,90,RL,4.5217885770490405,9.362546304865514,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,Duplex,2Story,5,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,BrkFace,5.910796644040527,TA,TA,CBlock,TA,TA,No,LwQ,6.2166061010848646,Unf,0.0,6.618738983517219,7.130098510125578,GasA,TA,Y,SBrkr,7.199678345691172,7.167809184316444,0.0,7.876638460975463,1.0,0.6931471805599453,2,2,6,1.0986122886681098,TA,2.5649493574615367,Typ,0,None,Detchd,7.585788821732034,Unf,4.0,968.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,8,2009,WD,Normal,train,21.497586040133193,4.346573590279973,0,0,40,40
1352,60,RL,4.2626798770413155,9.13216259091216,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1962,1962,Gable,CompShg,HdBoard,HdBoard,BrkFace,5.765191102784844,TA,TA,CBlock,TA,TA,No,Rec,5.768320995793772,Unf,0.0,6.29156913955832,6.755768921984255,GasA,Ex,Y,SBrkr,6.755768921984255,6.755768921984255,0.0,7.448333860897476,0.0,0.0,1,1,4,0.6931471805599453,TA,2.1972245773362196,Typ,1,Gd,Attchd,7.5822291942764615,Fin,2.0,490.0,TA,TA,Y,0.0,4.442651256490317,0.0,0.0,4.795790545596741,0.0,None,None,None,0.0,3,2008,WD,Normal,train,20.267306765952764,1.5,0,0,46,46
1353,50,RM,3.9318256327243257,8.699681400989514,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,9,1937,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.54965074223381,6.54965074223381,GasA,TA,Y,SBrkr,6.668228248417403,5.968707559985366,0.0,7.0707241072602764,0.0,0.0,1,0,2,0.6931471805599453,TA,1.6094379124341003,Typ,0,None,Detchd,7.600902459542082,Unf,2.0,624.0,TA,TA,N,5.351858133476067,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2009,WD,Normal,train,19.18658655063658,1.0,0,1,72,9
1354,50,RL,4.04305126783455,9.597030324758013,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1995,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,6.363028103540465,Gd,TA,PConc,Gd,TA,Av,GLQ,6.705639094860003,Unf,0.0,7.1049654482698426,7.617759576608505,GasA,Ex,Y,SBrkr,7.627544390488503,7.078341579557671,0.0,8.08301991917133,1.0,0.0,2,1,4,0.6931471805599453,Gd,2.302585092994046,Typ,1,Ex,Attchd,7.599401333415815,Fin,3.0,666.0,TA,TA,Y,5.648974238161206,4.465908118654584,0.0,0.0,0.0,0.0,None,None,None,0.0,3,2010,WD,Normal,train,22.32364554665468,3.5,0,1,15,14
1355,60,RL,4.2626798770413155,9.241548299100376,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,6.601230118728877,Unf,0.0,5.552959584921617,6.900730664045173,GasA,Ex,Y,SBrkr,6.900730664045173,6.773080375655535,0.0,7.531552381407289,1.0,0.0,2,1,3,0.6931471805599453,Gd,2.0794415416798357,Typ,1,TA,Attchd,7.601402334583733,RFn,3.0,839.0,TA,TA,Y,0.0,5.220355825078324,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2008,WD,Normal,train,20.57454170374588,3.5,0,0,8,8
1356,80,RL,4.634728988229636,9.229456489168413,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,6,1968,1992,Gable,CompShg,MetalSd,MetalSd,BrkFace,4.969813299576001,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.3473892096560105,6.3473892096560105,GasA,Gd,Y,SBrkr,7.109062135687172,6.54965074223381,0.0,7.560601162768557,0.0,0.0,3,0,4,0.6931471805599453,Gd,2.1972245773362196,Typ,1,TA,Attchd,7.585281078639126,RFn,2.0,487.0,TA,TA,Y,0.0,4.59511985013459,0.0,0.0,0.0,0.0,None,GdPrv,None,0.0,9,2006,WD,Normal,train,20.00610208757699,3.0,0,1,38,14
1357,20,RL,4.30406509320417,9.156728602527533,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,4.189654742026425,TA,TA,CBlock,TA,TA,No,Rec,5.831882477283517,Unf,0.0,6.263398262591624,6.762729506931879,GasA,TA,Y,SBrkr,6.794586580876499,0.0,0.0,6.794586580876499,0.0,0.0,1,0,3,0.6931471805599453,TA,1.791759469228055,Typ,0,None,Attchd,7.584264818389059,RFn,1.0,264.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,GdWo,None,0.0,10,2008,WD,Normal,train,13.557316087808378,1.0,0,0,42,42
1358,20,RL,4.30406509320417,9.436519311833914,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1971,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,6.5998704992128365,Unf,0.0,5.84354441703136,6.983789965258135,GasA,Ex,Y,SBrkr,6.983789965258135,0.0,0.0,6.983789965258135,1.0,0.0,1,1,3,0.6931471805599453,TA,1.9459101490553132,Typ,1,Fa,Attchd,7.586803535162581,Fin,2.0,500.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,4,2010,WD,Normal,train,13.96757993051627,2.5,0,1,39,2
1359,160,FV,4.297285406218791,7.658227526161352,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,5.37989735354046,Gd,TA,PConc,Gd,TA,No,GLQ,5.937536205082426,Unf,0.0,5.937536205082426,6.6293632534374485,GasA,Ex,Y,SBrkr,6.646390514847729,6.690842277418564,0.0,7.3613754289773485,0.0,0.0,2,1,3,0.6931471805599453,Gd,1.791759469228055,Typ,0,None,Detchd,7.601402334583733,Unf,2.0,440.0,TA,TA,Y,0.0,3.4965075614664802,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2010,WD,Normal,train,19.966596045703742,2.5,0,0,10,10
1360,20,RL,4.867534450455582,9.725436862592819,Pave,None,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,4.204692619390966,Gd,TA,PConc,Ex,TA,Av,GLQ,7.277938572945661,Unf,0.0,6.280395838960195,7.591357046698551,GasA,Ex,Y,SBrkr,7.591357046698551,0.0,0.0,7.591357046698551,1.0,0.0,2,0,3,0.6931471805599453,Ex,2.1972245773362196,Typ,1,Gd,Attchd,7.60339933974067,Fin,3.0,770.0,TA,TA,Y,5.272999558563747,3.828641396489095,0.0,0.0,0.0,0.0,None,None,None,0.0,9,2006,WD,Normal,train,15.182714093397102,3.0,0,1,2,1
1361,70,RL,3.9512437185814275,9.194515821629212,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,5,6,1921,1998,Gable,CompShg,MetalSd,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,6.418364935936212,6.418364935936212,GasA,Ex,Y,SBrkr,6.898714534329988,7.385230923066573,0.0,7.86403565907245,0.0,0.0,3,1,4,0.6931471805599453,TA,2.1972245773362196,Typ,0,None,BuiltIn,7.6004023345004,RFn,2.0,621.0,TA,TA,Y,5.214935757608986,0.0,5.71042701737487,0.0,0.0,0.0,None,None,None,0.0,5,2008,WD,Normal,train,20.702310393332773,3.5,0,1,87,10
1362,20,RL,4.8283137373023015,9.690232448972248,Pave,None,IR1,Low,AllPub,Inside,Mod,StoneBr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,Stone,2.833213344056216,Gd,TA,PConc,Ex,TA,Av,ALQ,7.150701457592526,Unf,0.0,5.54907608489522,7.333676395657684,GasA,Ex,Y,SBrkr,7.333676395657684,0.0,0.0,7.333676395657684,1.0,0.0,2,0,3,0.6931471805599453,Gd,2.0794415416798357,Typ,1,Gd,Attchd,7.603897968521881,Fin,2.0,430.0,TA,TA,Y,5.1298987149230735,3.6109179126442243,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2009,WD,Normal,train,14.667352791315368,3.0,0,0,4,4
1363,50,RL,4.30406509320417,9.43460329655831,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,4,4,1920,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,6.573680166960646,6.573680166960646,GasA,Gd,Y,SBrkr,7.156176637480615,6.126869184114185,0.0,7.461065514354283,0.0,0.0,2,0,4,0.6931471805599453,TA,2.0794415416798357,Typ,1,Gd,Attchd,7.560601162768557,Unf,1.0,368.0,TA,TA,Y,4.02535169073515,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2009,WD,Normal,train,19.856725988555446,2.0,0,1,89,2
1364,60,RL,4.30406509320417,9.047821442478408,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.424869023905388,6.424869023905388,GasA,Ex,Y,SBrkr,6.424869023905388,6.680854678790215,0.0,7.253470382684528,0.0,0.0,2,1,3,0.6931471805599453,Gd,1.9459101490553132,Typ,1,Gd,BuiltIn,7.60489448081162,Fin,2.0,432.0,TA,TA,Y,0.0,3.6109179126442243,0.0,0.0,0.0,0.0,None,None,None,0.0,3,2007,New,Partial,train,19.530592726600993,2.5,0,1,1,0
1365,160,FV,3.4339872044851463,8.064950891749143,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.398594934535208,6.398594934535208,GasA,Ex,Y,SBrkr,6.255750041753367,6.398594934535208,4.394449154672439,7.0909098220799835,0.0,0.0,2,1,2,0.6931471805599453,Gd,1.6094379124341003,Typ,0,None,Detchd,7.603897968521881,RFn,2.0,480.0,TA,TA,Y,0.0,5.117993812416755,0.0,0.0,0.0,0.0,None,None,None,0.0,4,2006,WD,Abnorml,train,19.05293991082378,2.5,0,0,1,1
1366,60,FV,4.297285406218791,8.922791623969637,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,6.280395838960195,Unf,0.0,5.641907070938114,6.703188113240863,GasA,Ex,Y,SBrkr,6.703188113240863,6.7580945044277305,0.0,7.423568444259167,1.0,0.0,2,1,3,0.6931471805599453,Gd,2.0794415416798357,Typ,0,None,Attchd,7.601402334583733,RFn,2.0,663.0,TA,TA,Y,0.0,4.574710978503383,0.0,0.0,0.0,0.0,None,None,None,0.0,1,2010,WD,Normal,train,20.164470730909457,3.5,0,0,10,10
1367,60,RL,4.23410650459726,9.124782483614537,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.0689042022202315,Gd,TA,PConc,Gd,TA,No,GLQ,6.452048954437226,Unf,0.0,5.484796933490655,6.773080375655535,GasA,Ex,Y,SBrkr,6.78332520060396,6.812345094177479,0.0,7.490529402060711,1.0,0.0,2,1,3,0.6931471805599453,Gd,2.0794415416798357,Typ,0,None,Attchd,7.600902459542082,RFn,2.0,588.0,TA,TA,Y,0.0,4.48863636973214,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2008,WD,Abnorml,train,20.368750670436974,3.5,0,0,9,9
1368,160,RM,3.7376696182833684,7.888334500738654,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1977,1977,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,6.3080984415095305,Rec,5.159055299214529,3.6109179126442243,6.630683385642372,GasA,Ex,Y,SBrkr,6.8308742346461795,6.311734809152915,0.0,7.297091005160418,0.0,0.0,2,0,4,0.6931471805599453,TA,1.9459101490553132,Typ,1,TA,Attchd,7.589841512182657,RFn,1.0,336.0,TA,TA,Y,4.653960350157523,3.295836866004329,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2006,WD,Normal,train,19.77329242944147,2.0,0,0,29,29
1369,120,RM,4.2626798770413155,8.397508348470257,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.14166355650266,Gd,TA,PConc,Gd,TA,Av,GLQ,6.530877627725885,Unf,0.0,5.099866427824199,6.744059186311348,GasA,Ex,Y,SBrkr,6.744059186311348,0.0,0.0,6.744059186311348,1.0,0.0,1,0,1,0.6931471805599453,Gd,1.6094379124341003,Typ,0,None,Attchd,7.602900462204755,Fin,2.0,420.0,TA,TA,Y,4.948759890378168,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2009,WD,Normal,train,13.488118372622695,2.0,0,1,6,5
1370,20,RL,3.8918202981106265,9.27199975236291,Pave,None,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,5.147494476813453,Gd,TA,PConc,Gd,TA,Av,BLQ,5.916202062607435,GLQ,6.880384082186005,5.755742213586912,7.4133673356952405,GasA,Ex,Y,SBrkr,7.419979923661835,0.0,0.0,7.419979923661835,1.0,0.0,2,0,3,0.6931471805599453,Gd,2.1972245773362196,Typ,1,TA,Attchd,7.602900462204755,Fin,2.0,502.0,TA,TA,Y,0.0,5.572154032177765,0.0,0.0,0.0,0.0,None,None,None,0.0,5,2010,WD,Normal,train,14.833347259357076,3.0,0,0,7,7
1371,50,RL,4.51085950651685,8.594339400592892,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,4,6,1920,1950,Gable,CompShg,CBlock,CBlock,None,0.0,Fa,TA,PConc,TA,TA,No,ALQ,5.755742213586912,Rec,4.663439094112067,6.042632833682381,6.734591659972948,GasA,Ex,Y,SBrkr,6.734591659972948,6.282266746896006,0.0,7.226209010100671,0.0,0.0,1,0,2,0.6931471805599453,TA,1.9459101490553132,Typ,0,None,Detchd,7.584773077612199,Fin,1.0,338.0,TA,TA,Y,0.0,0.0,5.293304824724492,0.0,0.0,0.0,None,None,None,0.0,10,2009,WD,Normal,train,19.751450066841905,1.0,0,1,89,59
1372,80,RL,4.394449154672439,9.169622538697624,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1955,1996,Hip,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,6.723832440821209,Unf,0.0,5.087596335232384,6.900730664045173,GasA,Gd,Y,SBrkr,7.415776975415394,0.0,0.0,7.415776975415394,1.0,0.0,1,0,3,0.6931471805599453,Gd,2.1972245773362196,Typ,1,TA,BuiltIn,7.578656850594762,RFn,1.0,377.0,TA,TA,Y,0.0,3.367295829986474,0.0,0.0,5.187385805840755,0.0,None,MnPrv,None,0.0,10,2008,WD,Normal,train,14.316507639460568,2.0,0,1,53,12
1373,60,RL,4.330733340286331,9.18512512283512,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,6.883462586413092,Unf,0.0,4.897839799950911,7.011213987350367,GasA,Ex,Y,SBrkr,7.011213987350367,6.897704943128636,0.0,7.6487397889562425,1.0,0.0,2,1,3,0.6931471805599453,Gd,2.1972245773362196,Typ,1,TA,Detchd,7.6004023345004,RFn,2.0,583.0,TA,TA,Y,5.537334267018537,5.14166355650266,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2006,WD,Normal,train,20.92013291782937,3.5,0,0,8,8
1374,20,RL,4.499809670330265,9.34145634983372,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,10,5,2001,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,6.559615237493242,Ex,TA,PConc,Ex,TA,Gd,GLQ,7.1569563646156364,Unf,0.0,7.20934025660291,7.876258882303226,GasA,Ex,Y,SBrkr,7.876258882303226,0.0,0.0,7.876258882303226,1.0,0.0,2,1,2,0.6931471805599453,Ex,2.1972245773362196,Typ,2,Gd,Attchd,7.601901959875166,RFn,3.0,804.0,TA,TA,Y,5.752572638825633,4.948759890378168,0.0,0.0,0.0,0.0,None,None,None,0.0,3,2007,WD,Normal,train,15.752517764606452,3.5,0,1,6,5
